X-coordinate,Y-coordinate,Heading,Going to ID,Current segment
2.508676052093506,0.32625916600227356,2.216806650161743,0,14
2.4430506229400635,0.4415854215621948,1.9148964881896973,0,14
2.4181060791015625,0.48231637477874756,1.7641239166259766,0,14
2.3822755813598633,0.8091875314712524,1.6982883214950562,0,18
2.3187944889068604,1.0035901069641113,1.9341387748718262,0,18
2.1728949546813965,1.261214256286621,2.3620033264160156,0,18
1.9533354043960571,1.377627968788147,2.84663462638855,0,18
1.6165556907653809,1.4037587642669678,-3.0940279960632324,0,18
1.2714576721191406,1.3955334424972534,3.055668592453003,0,22
1.0951591730117798,1.4510804414749146,2.732572317123413,0,22
0.876412570476532,1.6166008710861206,2.20747709274292,0,22
0.7647315263748169,1.828127145767212,1.7941594123840332,0,22
0.7338973879814148,2.0601744651794434,1.4446146488189697,0,22
0.7530921101570129,2.170586585998535,1.2594759464263916,0,22
0.858016848564148,2.326943874359131,0.8391242623329163,0,22
1.0936884880065918,2.5034656524658203,0.43821126222610474,0,22
1.4397867918014526,2.6329805850982666,0.31148648262023926,0,26
1.7296372652053833,2.726980209350586,0.27183476090431213,0,26
2.0968499183654785,2.8121721744537354,0.19155950844287872,0,26
2.459883451461792,2.8696839809417725,0.08903131633996964,0,26
2.8208374977111816,2.872069835662842,-0.06239186227321625,0,26
3.0769379138946533,2.837021827697754,-0.2447400987148285,0,26
3.2546627521514893,2.778865337371826,-0.43525466322898865,0,26
3.4014110565185547,2.695408821105957,-0.6561141610145569,0,26
3.567715883255005,2.485525131225586,-1.074971318244934,0,26
3.653188705444336,2.2591259479522705,-1.3630785942077637,0,26
3.684966802597046,1.9101110696792603,-1.5699288845062256,0,6
3.6993305683135986,1.5168718099594116,-1.5565860271453857,0,10
3.7036521434783936,1.1174988746643066,-1.5635474920272827,0,10
3.707688808441162,0.7250343561172485,-1.5836198329925537,0,10
3.673438787460327,0.5068725347518921,-1.8404946327209473,0,14
3.5453970432281494,0.26800841093063354,-2.274587631225586,0,14
3.378854274749756,0.1393614113330841,-2.5993497371673584,0,14
3.263645648956299,0.09121360629796982,-2.775998830795288,0,14
3.0999093055725098,0.05257764458656311,-2.9881784915924072,0,14
2.805100202560425,0.07040537893772125,2.8784096240997314,0,14
2.54490065574646,0.25901973247528076,2.3496108055114746,0,14
2.471323013305664,0.44947582483291626,2.0189313888549805,0,14
2.4269375801086426,0.476394921541214,1.7637503147125244,0,14
2.404815912246704,0.624169647693634,1.6317082643508911,0,14
2.348926305770874,0.9317234754562378,1.8555446863174438,0,18
2.219421863555908,1.2002819776535034,2.224290132522583,0,18
2.03084135055542,1.3489749431610107,2.72135591506958,0,18
1.8140554428100586,1.402561902999878,3.0285329818725586,0,18
1.4704517126083374,1.3963078260421753,-3.029358148574829,0,18
1.1672037839889526,1.4279122352600098,2.876495838165283,0,22
0.9433616399765015,1.5430033206939697,2.3925111293792725,0,22
0.8011058568954468,1.7230188846588135,1.9519890546798706,0,22
0.7461487650871277,1.9457634687423706,1.6229320764541626,0,22
0.7465153336524963,2.1252822875976562,1.3399149179458618,0,22
0.7991417050361633,2.2845630645751953,1.0143853425979614,0,22
1.0065609216690063,2.449887990951538,0.5835329294204712,0,22
1.2237154245376587,2.5577738285064697,0.32402628660202026,0,26
1.5970945358276367,2.6783580780029297,0.29531463980674744,0,26
2.0029666423797607,2.7976162433624268,0.2151167392730713,0,26
2.3698818683624268,2.8585824966430664,0.11893618106842041,0,26
2.6510143280029297,2.878476619720459,0.015668213367462158,0,26
2.999720811843872,2.8489649295806885,-0.17847685515880585,0,26
3.2201473712921143,2.795212507247925,-0.39174219965934753,0,26
3.3274385929107666,2.738924026489258,-0.5352469086647034,0,26
3.5183849334716797,2.559711217880249,-0.942745566368103,0,26
3.6231601238250732,2.3533835411071777,-1.2581989765167236,0,26
3.679255723953247,2.039090633392334,-1.5407607555389404,0,30
3.693603277206421,1.6407444477081299,-1.5509908199310303,0,10
3.701460599899292,1.2460417747497559,-1.55988609790802,0,10
3.704195022583008,0.9379545450210571,-1.564488410949707,0,10
3.694329023361206,0.5906596779823303,-1.7097275257110596,0,14
3.5816714763641357,0.30511823296546936,-2.1926016807556152,0,14
3.412161350250244,0.12540701031684875,-2.568403720855713,0,14
3.2876858711242676,0.09553235024213791,-2.7611355781555176,0,14
3.171999216079712,0.06760579347610474,-2.901587963104248,0,14
2.87880277633667,0.05656203255057335,2.9842453002929688,0,14
2.6144938468933105,0.18269291520118713,2.527963638305664,0,14
2.460174083709717,0.34307998418807983,2.0782470703125,0,14
2.419074535369873,0.4242459237575531,1.8935801982879639,0,14
2.3860912322998047,0.5853638648986816,1.6621426343917847,0,14
2.3437340259552,0.9178321361541748,1.8062117099761963,0,18
2.228273391723633,1.1549841165542603,2.1482644081115723,0,18
2.0951874256134033,1.3210185766220093,2.5599021911621094,0,18
1.8407657146453857,1.4007633924484253,2.993346929550171,0,18
1.468828558921814,1.3788011074066162,-3.0589354038238525,0,18
1.163428544998169,1.4169594049453735,2.879054546356201,0,22
0.9421775937080383,1.536632776260376,2.381540536880493,0,22
0.813776433467865,1.679388165473938,2.0389790534973145,0,22
0.7427854537963867,1.9569957256317139,1.6277140378952026,0,22
0.7394930720329285,2.123849868774414,1.3505598306655884,0,22
0.7880477905273438,2.2663731575012207,1.0542445182800293,0,22
0.930050790309906,2.3824429512023926,0.7044072151184082,0,22
1.1945827007293701,2.5482728481292725,0.33540597558021545,0,26
1.5654282569885254,2.673332929611206,0.3000035583972931,0,26
1.9281063079833984,2.77931809425354,0.2285461723804474,0,26
2.3001010417938232,2.8500027656555176,0.14138181507587433,0,26
2.5785043239593506,2.8751468658447266,0.04709634929895401,0,26
2.9308340549468994,2.8624367713928223,-0.13180287182331085,0,26
3.206693172454834,2.799945592880249,-0.37686097621917725,0,26
3.3257462978363037,2.7460079193115234,-0.5247071981430054,0,26
3.4664387702941895,2.6254119873046875,-0.7912734746932983,0,26
3.617814540863037,2.3820223808288574,-1.2192668914794922,0,26
3.67423677444458,2.0815961360931396,-1.5143494606018066,0,30
